Core0
CHA0,133217907,5872993,61289020,6336
CHA1,20914976,105875002,29364,5480
CHA2,5069335,53735086,30640,5937
CHA3,30929825,6337274,34872207,30662327
CHA4,53608951,15596668,44199440,58877213
CHA5,38155646,6469593,34867104,26205
CHA6,22554331,6437946,34845626,29021
CHA7,6318840,6393322,31357775,41235
CHA8,29357430,5651904,866658,17585587
CHA9,50314150,15355884,9410527,26783791
CHA10,34691802,5665462,29214,17585403
CHA11,18432570,5666521,27790,17550903
CHA12,5636110,5663923,43529,14073311
CHA13,225133,482,63725,573442
CHA14,175993,25350,9264135,9357222
CHA15,86803,21500,82924,27230
CHA16,411,26798,144970,38363
CHA17,286137,1266,240586,51713
CHA18,273590,23089,9280193,9244261
CHA19,198772,20384,12926,67450
CHA20,138901,33745,8322,35057
CHA21,964,38516,37745,151214
CHA22,172653,1081,43734,6336
CHA23,130999,16657,27001,6144
CHA24,69357,21512,18255,5480
CHA25,576,26039,19983,5937
CHA26,0,0,0,0
CHA27,0,0,0,0
Core1
CHA0,5409434,6162024,17537393,9374
CHA1,20840792,5597436,17335169,8477
CHA2,5185811,5422411,17316205,8763
CHA3,58807657,6664051,247900,242105
CHA4,53924432,22058482,143787323,89394520
CHA5,38471261,141841134,174977,44664
CHA6,22654776,107051100,141783,80538
CHA7,6446193,54959223,205409,59481
CHA8,6310596,6239740,297778,17728418
CHA9,50809804,21826255,10134163,26828640
CHA10,35079011,6166712,45163,17634094
CHA11,18900616,6153742,58993,17588262
CHA12,6068159,6119845,50661,14098997
CHA13,74392,2207,86777,214556
CHA14,203160,92864,9293970,9851707
CHA15,103989,38184,107678,40721
CHA16,2059,33072,170056,45759
CHA17,119963,3767,90369,71220
CHA18,319952,83119,9499746,9273861
CHA19,234472,35096,21651,86604
CHA20,161919,47844,20395,59512
CHA21,2512,44839,44785,170828
CHA22,65822,5137,54272,9374
CHA23,154239,25611,42690,9157
CHA24,79642,32459,38555,8477
CHA25,2329,31863,23575,8763
CHA26,0,0,0,0
CHA27,0,0,0,0
Core2
CHA0,132460362,5134709,17567856,9106
CHA1,19877295,4686434,17340848,8264
CHA2,4275642,4547486,17332232,8758
CHA3,30470633,5805214,134470669,34820838
CHA4,53442623,15402535,9534956,76288575
CHA5,37933865,5978974,153976,17355882
CHA6,21691909,5958979,121656,34634332
CHA7,5766251,5903541,254868,34622105
CHA8,30159670,6437225,935968,165116805
CHA9,50896902,185802505,9475332,9306930
CHA10,35291800,141817193,35700,119738
CHA11,19448440,107027885,36960,95728
CHA12,6421323,54987341,181118,297656
CHA13,231148,420,58875,636877
CHA14,198254,42546,9244326,9399396
CHA15,102976,47045,77781,30917
CHA16,396,62729,136931,128687
CHA17,312132,2851,270651,52806
CHA18,311379,42353,9291058,9232993
CHA19,222572,43568,16902,67442
CHA20,147353,67754,13469,35279
CHA21,1923,82426,78011,152254
CHA22,194233,1981,42882,9106
CHA23,150885,28615,29673,8906
CHA24,77341,43322,21393,8264
CHA25,942,55331,21020,8758
CHA26,0,0,0,0
CHA27,0,0,0,0
Core3
CHA0,4876243,5673465,17534391,9427
CHA1,14327827,127245591,17347604,8710
CHA2,4788269,133217063,17326946,9147
CHA3,5962609,5803952,231852,34780044
CHA4,34953230,21596501,9732177,76454913
CHA5,25402676,18246696,173647,17358699
CHA6,15605015,24395439,130705,34647093
CHA7,5832641,30463384,134521910,34620061
CHA8,58052663,5931314,309727,249350
CHA9,119979280,21493893,9657546,9507466
CHA10,144869017,18198150,47665,123901
CHA11,187438655,24303766,41108,101562
CHA12,5935098,30408824,791641,165192426
CHA13,75004,593,65741,217404
CHA14,86790,88706,9441515,9586529
CHA15,43834,143451,80495,40472
CHA16,569,207159,133064,542895
CHA17,117839,2509,91812,59951
CHA18,165037,82285,9483856,9429520
CHA19,128922,138817,21356,68910
CHA20,95644,213591,15855,34546
CHA21,1726,265656,252699,146103
CHA22,61436,1968,54357,9427
CHA23,73500,78419,29388,9065
CHA24,38894,141903,21478,8710
CHA25,998,191509,20446,9147
CHA26,0,0,0,0
CHA27,0,0,0,0
Core4
CHA0,330311,1382852,472994,23582
CHA1,289514,770302,101688,13455
CHA2,140415,731277,105517,20322
CHA3,529055,27144,535325,419982
CHA4,442698,216247,9512633,9486375
CHA5,306091,624308,312300,131766
CHA6,164232,695035,178189,163401
CHA7,13538,738863,752314,170066
CHA8,375395,12812,927242,953041
CHA9,410731,422400,9315378,9236968
CHA10,289336,494332,142664,394958
CHA11,139638,575848,178143,230139
CHA12,11761,673926,180722,1565346
CHA13,56706696,4353460,384634,578190
CHA14,111152358,19704222,9222802,9188056
CHA15,153457424,16728614,413846,74743
CHA16,4355453,22882035,2293994,170159165
CHA17,6063377,5780402,300333,34986885
CHA18,35304172,21537025,9115011,66816608
CHA19,25688251,18113261,76972,34992168
CHA20,15860717,24274527,41900,34917161
CHA21,5780844,30390543,139527400,31780785
CHA22,6589377,6347646,17623251,23582
CHA23,23507387,128401655,17564277,23028
CHA24,13678809,134466827,17540097,13455
CHA25,6374162,140542044,13976883,20322
CHA26,0,0,0,0
CHA27,0,0,0,0
Core5
CHA0,201103,1075227,280040,15660
CHA1,283461,576963,67543,9334
CHA2,106876,300969,77973,12971
CHA3,289440,13458,399246,267264
CHA4,244949,148661,9139314,9107889
CHA5,177396,420569,220678,93069
CHA6,184002,486754,480942,126104
CHA7,6491,116539,217818,123875
CHA8,194052,9598,453210,619970
CHA9,217202,301112,9021652,8981020
CHA10,156055,362418,110082,284768
CHA11,176361,412823,139850,1010312
CHA12,9249,84106,146377,302022
CHA13,5050125,4975257,281734,17634904
CHA14,24298344,20258413,8979936,26287990
CHA15,14778565,17230449,314957,17375280
CHA16,4976786,4991332,339326,17418198
CHA17,57848226,5676673,118929,196809
CHA18,122346823,20933131,8854718,49630747
CHA19,164940786,17932309,25276,229592
CHA20,22189614,24045239,139370618,25919792
CHA21,5677343,54381887,43631,275250
CHA22,5973511,5891540,17525064,15660
CHA23,23382873,127844198,17549724,14896
CHA24,18566054,133948092,17488797,9334
CHA25,5934222,5961564,13936803,12971
CHA26,0,0,0,0
CHA27,0,0,0,0
Core6
CHA0,219558,1186510,251960,16898
CHA1,299644,643698,79362,10206
CHA2,118206,347988,76903,14307
CHA3,299295,15656,426427,261883
CHA4,265098,168958,8985276,8967124
CHA5,191815,426968,256802,117942
CHA6,201844,506887,508285,136600
CHA7,7880,126856,258399,134347
CHA8,220308,9044,451130,654328
CHA9,251027,301511,8883885,8857985
CHA10,200580,371840,123542,302460
CHA11,179926,431186,174818,1068173
CHA12,8663,108022,137285,333273
CHA13,4579271,4498021,311811,17625949
CHA14,23857997,20215049,8859496,26125572
CHA15,14313388,16746495,325392,17388170
CHA16,4498663,4517053,377604,17414846
CHA17,5658248,5534607,34763942,218428
CHA18,35581930,20874341,43327108,49525271
CHA19,25814394,17809131,34635090,230619
CHA20,22017581,23924212,17412253,25905000
CHA21,5538116,5564317,34853657,303883
CHA22,58596084,6441620,133834,16898
CHA23,162731339,128360152,111715,16602
CHA24,19712352,134448706,56339307,10206
CHA25,6707507,55419476,81321,14307
CHA26,0,0,0,0
CHA27,0,0,0,0
Core7
CHA0,4971303,5725316,17533261,9197
CHA1,20528293,127378492,17338396,8226
CHA2,4892918,5103972,17319630,8471
CHA3,57833249,5612472,218923,215487
CHA4,122285005,20930954,9640676,59183518
CHA5,147629237,18039590,173884,41943
CHA6,22002492,24162730,134487518,30623072
CHA7,5632373,54190873,184512,46895
CHA8,6161810,6094861,260837,17717410
CHA9,33208301,21607203,9581695,26950688
CHA10,23552570,18378733,43597,17657862
CHA11,18916248,24499399,850980,17578393
CHA12,6106357,6145327,44609,14079139
CHA13,64701,1664,90511,191312
CHA14,78025,98142,9425726,9530781
CHA15,41226,161991,118121,38921
CHA16,1643,29987,159719,45239
CHA17,108262,4038,81871,75880
CHA18,157678,91406,9444034,9411982
CHA19,123674,154080,23452,100932
CHA20,162925,236904,245238,52405
CHA21,3243,44931,43917,162548
CHA22,58077,3314,62086,9197
CHA23,66783,92714,35031,8767
CHA24,87034,159023,27736,8226
CHA25,2478,32114,25227,8471
CHA26,0,0,0,0
CHA27,0,0,0,0
Core8
CHA0,4664538,5461488,17589233,9456
CHA1,20228092,5027436,17339410,8494
CHA2,4602946,4863020,17330776,8721
CHA3,5831334,5701728,154118,34836845
CHA4,35114991,21347053,9414858,76214976
CHA5,37874625,18148293,134500769,17343094
CHA6,21774441,5863487,140735,34638355
CHA7,5694247,5795427,233372,34616640
CHA8,58030307,5876798,206100,133788
CHA9,120089722,21371831,9350367,9207218
CHA10,34721214,18137973,787671,165138468
CHA11,18851991,106444988,54852,116914
CHA12,5872733,54382880,69769,233108
CHA13,62311,1778,79942,147253
CHA14,92952,99874,9149383,9280516
CHA15,127228,158067,102351,537530
CHA16,1751,40379,191953,90059
CHA17,87136,4474,64789,71006
CHA18,145128,95159,9180153,9138580
CHA19,233314,152630,232783,88109
CHA20,154630,54851,19384,65898
CHA21,3599,55789,74256,163918
CHA22,46062,4159,54139,9456
CHA23,160001,105324,41450,9393
CHA24,83929,57450,40087,8494
CHA25,3112,59970,25933,8721
CHA26,0,0,0,0
CHA27,0,0,0,0
Core9
CHA0,147312,995810,228599,13851
CHA1,238921,430058,63115,8606
CHA2,105503,309984,57369,12315
CHA3,163099,20794,200682,196572
CHA4,433370,140645,9267459,8899157
CHA5,294940,213525,233477,77168
CHA6,148763,172223,139240,118930
CHA7,11109,116930,222745,81759
CHA8,86875,25146,177407,253727
CHA9,414895,155444,8818134,9556972
CHA10,286840,57806,95875,278148
CHA11,153449,64198,130652,161109
CHA12,15871,55482,112037,303527
CHA13,56881162,4789303,242922,75887
CHA14,36386193,20183470,9988683,178712342
CHA15,20901484,140231103,257711,40122
CHA16,4720470,53405750,316176,30733
CHA17,6079425,6034790,47401,34872090
CHA18,53652536,21674433,148124007,66632667
CHA19,37876523,5873870,28388,34901700
CHA20,21844342,5881439,22328,34826122
CHA21,5855180,5876188,43777,31573240
CHA22,6752692,6718988,17535021,13851
CHA23,34740805,6192689,17529714,13933
CHA24,18733331,6189128,17494562,8606
CHA25,6151972,6181236,13939914,12315
CHA26,0,0,0,0
CHA27,0,0,0,0
Core10
CHA0,146257,984190,248061,13429
CHA1,239125,415976,74761,8417
CHA2,103542,305041,60708,11986
CHA3,161568,17266,193830,218459
CHA4,422114,142017,9535466,9109278
CHA5,279499,223916,205769,77223
CHA6,135411,171120,124800,117447
CHA7,8724,114301,220225,80950
CHA8,92611,26761,191271,240897
CHA9,422846,155241,9038652,9812876
CHA10,297104,56362,97729,255218
CHA11,150550,57949,138183,148766
CHA12,17625,54764,118550,304212
CHA13,5070051,5050422,230372,17460911
CHA14,36520831,20370861,10249400,26308624
CHA15,20962125,5032695,244500,17394748
CHA16,5018228,5028898,315100,17436333
CHA17,58689633,6568024,45272,165026
CHA18,53909362,21943149,148302538,75206931
CHA19,38496060,141902555,24483,176114
CHA20,22723856,89861171,17228,132423
CHA21,6354878,55071849,38827,260852
CHA22,7166835,7136623,17533543,13429
CHA23,35248573,6678333,17507645,13657
CHA24,19302444,6675432,17479954,8417
CHA25,6646257,6671104,13931736,11986
CHA26,0,0,0,0
CHA27,0,0,0,0
Core11
CHA0,288860,736850,243522,10333
CHA1,205790,335479,58449,6267
CHA2,74603,247507,59357,8894
CHA3,525907,8775,501279,225137
CHA4,420423,47877,8919293,8897760
CHA5,278543,148336,165563,70868
CHA6,137433,123578,105678,115314
CHA7,4451,86324,190207,93732
CHA8,460655,9292,210043,1030302
CHA9,390678,37898,8876294,8845848
CHA10,267412,41315,97327,198644
CHA11,127498,43820,145305,122448
CHA12,5832,43066,121750,248501
CHA13,23157654,4797771,1505218,17475171
CHA14,36123759,14324437,8818962,26149839
CHA15,20677725,4817360,193660,17390112
CHA16,4795901,4811005,268526,17418274
CHA17,30927532,6522235,34693149,25889653
CHA18,53918403,15602639,43368538,49482537
CHA19,38489902,6526705,34653044,141711
CHA20,22926286,6539007,17389618,108816
CHA21,6513695,6533701,34852248,230829
CHA22,140199431,7294899,56312731,10333
CHA23,35449827,142416870,64945,10529
CHA24,19637539,90364452,56287,6267
CHA25,6872158,55573630,50239,8894
CHA26,0,0,0,0
CHA27,0,0,0,0
Core12
CHA0,56816639,5388679,204193,7529
CHA1,20943322,127097921,61198089,6514
CHA2,4894801,53578681,26057,7300
CHA3,5589479,5514818,34912895,181945
CHA4,35298954,20855343,44122439,58814866
CHA5,25570929,17875174,34943479,24557
CHA6,21821633,24041301,34878385,30504298
CHA7,5521241,5577352,31372812,33196
CHA8,5682715,5646955,156405,17587639
CHA9,32673252,21551872,9281736,26712423
CHA10,22993828,17863219,27305,17604669
CHA11,18482540,23986602,764208,17542609
CHA12,5653119,5674625,33968,14060297
CHA13,37505,984,75260,122917
CHA14,42784,90637,9205210,9251425
CHA15,22600,149384,104196,25127
CHA16,985,28676,142726,30349
CHA17,71460,2499,51533,49638
CHA18,100746,71415,9200999,9194245
CHA19,81828,131239,15646,93215
CHA20,133793,207257,219252,38975
CHA21,2149,38371,33979,155106
CHA22,35083,1922,33459,7529
CHA23,37149,70138,30978,7375
CHA24,66236,133942,23339,6514
CHA25,1471,22591,21059,7300
CHA26,0,0,0,0
CHA27,0,0,0,0
Core13
CHA0,4625203,5618433,17546091,11329
CHA1,20588400,5205266,17384713,10368
CHA2,4543836,4885524,17344401,11230
CHA3,57915414,5770604,188670,252037
CHA4,122285993,21134076,9550979,59154571
CHA5,37928098,18106387,134630028,30500895
CHA6,22153990,106469793,317851,159280
CHA7,5761858,54346036,319914,167275
CHA8,5699591,5582375,212255,17637799
CHA9,33034516,21373147,9462227,26941647
CHA10,34808451,17857534,803439,17676878
CHA11,18548714,5690795,221606,17774433
CHA12,5581950,5700953,123476,14167845
CHA13,59659,2742,89660,161901
CHA14,69914,123320,9401339,9436630
CHA15,94455,210499,169378,580718
CHA16,2756,68786,254304,97154
CHA17,106057,4273,63427,66528
CHA18,146291,102344,9383028,9394753
CHA19,265193,193354,252418,94258
CHA20,225373,108050,63459,60979
CHA21,4011,80461,80287,278158
CHA22,44053,4150,47018,11329
CHA23,153997,110422,47240,11489
CHA24,88495,74467,39669,10368
CHA25,3610,58764,31303,11230
CHA26,0,0,0,0
CHA27,0,0,0,0
Core14
CHA0,5063264,5591339,17535032,6387
CHA1,20463886,5193973,17339769,5428
CHA2,4872836,5059573,17327737,5923
CHA3,6266450,6207981,126197,34822979
CHA4,53689003,21855848,143849932,76013719
CHA5,37910660,6037673,129870,17311046
CHA6,21822256,6043702,115640,34694945
CHA7,6001906,6036294,166380,34618291
CHA8,58446920,6307851,185797,94939
CHA9,50685452,21874506,10123172,174455805
CHA10,35043896,141525020,28714,97902
CHA11,19255096,106766236,79838,64807
CHA12,6157851,54679865,43661,147041
CHA13,46891,1523,59818,141752
CHA14,163940,92461,9385213,9876871
CHA15,83758,44909,89772,30916
CHA16,1418,34141,144973,40363
CHA17,84149,2443,57251,44774
CHA18,265341,75877,9572062,9373073
CHA19,197584,37247,16346,79282
CHA20,146532,55522,24079,44808
CHA21,1919,45923,41654,162244
CHA22,42026,4069,31923,6387
CHA23,131000,25787,38231,6258
CHA24,69599,36018,32076,5428
CHA25,2084,31037,17412,5923
CHA26,0,0,0,0
CHA27,0,0,0,0
Core15
CHA0,261459,633799,231832,8702
CHA1,172912,330575,50908,5472
CHA2,63867,256579,49639,7417
CHA3,430038,6230,448246,206648
CHA4,342001,30099,8688595,8653962
CHA5,224489,46313,156569,55474
CHA6,111575,53947,90582,97180
CHA7,3600,53822,208187,89193
CHA8,419159,5280,188214,891719
CHA9,326727,23006,8669638,8680254
CHA10,218198,38321,92338,160915
CHA11,111178,46264,117338,83304
CHA12,3741,46676,120193,247779
CHA13,23491726,5170173,1331401,170042964
CHA14,36601370,184332874,8663175,8601963
CHA15,21215756,140733075,146724,25505
CHA16,5168840,53877935,271595,50152
CHA17,30166986,5733931,139506109,34790597
CHA18,53412566,15292315,8590602,66593285
CHA19,37957354,5743463,16720,34836669
CHA20,21778315,5756129,10012,34784902
CHA21,5731097,5753939,55222,31532337
CHA22,138816422,5464991,17489801,8702
CHA23,34185227,5430158,17491746,8588
CHA24,17984493,5429869,17478589,5472
CHA25,5384851,5429440,13929271,7417
CHA26,0,0,0,0
CHA27,0,0,0,0
Core16
CHA0,274214,683323,239028,9606
CHA1,180711,351120,48071,5794
CHA2,69286,249660,52843,8157
CHA3,446669,6048,491664,228101
CHA4,361411,33619,8902302,8856993
CHA5,240956,49747,166950,61512
CHA6,114200,61635,118814,111641
CHA7,3445,56324,195262,94381
CHA8,419188,6813,200642,946920
CHA9,325233,31461,8873871,8899470
CHA10,221134,40952,85163,172262
CHA11,107323,47204,125092,99331
CHA12,4672,42688,116571,236982
CHA13,23083137,4737363,1368668,17473651
CHA14,36060480,14278730,8890634,26150565
CHA15,20595989,4749360,166955,17371965
CHA16,4736750,4749614,267416,17411700
CHA17,30911927,6450718,139429864,25775036
CHA18,53890785,185677106,8806700,49489779
CHA19,38476682,141993231,17731,120918
CHA20,22837863,89959171,15500,84135
CHA21,6447737,55167947,39868,241580
CHA22,139346544,6075719,17510712,9606
CHA23,34845513,6044695,17482728,9863
CHA24,18953440,6042196,17475764,5794
CHA25,6007581,6036881,13929117,8157
CHA26,0,0,0,0
CHA27,0,0,0,0
Core17
CHA0,138364,795414,279999,11482
CHA1,122922,521877,56878,6802
CHA2,83006,486316,52981,9580
CHA3,134976,7244,256423,268466
CHA4,129658,127775,8562196,8517503
CHA5,109028,249730,201147,69859
CHA6,67635,361257,133186,127226
CHA7,4680,451048,500668,115686
CHA8,104907,5683,234588,294058
CHA9,97835,116928,8535957,8549170
CHA10,77929,220675,102060,224684
CHA11,40100,315877,156146,128081
CHA12,5556,409595,139724,998759
CHA13,4554723,4520996,318592,17488556
CHA14,23815772,20230986,8534552,25809038
CHA15,14286063,16727087,229495,17372815
CHA16,4521612,22804503,1466441,17411914
CHA17,58869617,6716933,77322,275043
CHA18,122254654,22094126,8434182,49334372
CHA19,164759520,19019702,23998,174673
CHA20,190221981,25120352,17445,112012
CHA21,6718349,31183796,139438190,25769639
CHA22,5961125,5901315,17535105,11482
CHA23,23315083,127920697,17501918,11144
CHA24,13214877,133999021,17482356,6802
CHA25,5916758,140059698,13917047,9580
CHA26,0,0,0,0
CHA27,0,0,0,0
Core18
CHA0,133088900,6119862,17799174,15259
CHA1,20729843,5339890,17353282,14052
CHA2,4669236,5024794,17366154,14477
CHA3,31217856,6494635,134839706,30887185
CHA4,54015625,185680556,9806738,59340352
CHA5,38488029,142015546,305414,69871
CHA6,22731158,107207975,264911,117800
CHA7,6449199,55068606,297776,133493
CHA8,29733144,6005437,1154351,17867872
CHA9,50423633,15832032,9647467,26995735
CHA10,34762025,6088235,70652,17729236
CHA11,18832387,6081125,92616,17662168
CHA12,5991505,6048523,109161,14106059
CHA13,305877,2908,203957,791515
CHA14,256253,44425,9428346,9566841
CHA15,128709,37318,146421,60643
CHA16,2870,23989,112403,87422
CHA17,399755,6176,365962,204177
CHA18,384320,93660,9446465,9409984
CHA19,261410,75917,35111,114042
CHA20,141983,75524,35119,80716
CHA21,5065,49832,41313,80109
CHA22,267182,5642,66541,15259
CHA23,210447,32329,56323,15134
CHA24,110025,34422,46196,14052
CHA25,4284,26240,41423,14477
CHA26,0,0,0,0
CHA27,0,0,0,0
Core19
CHA0,4711765,5518530,17531226,9306
CHA1,14191217,127103350,17328302,8560
CHA2,4656652,133066194,17333869,9049
CHA3,58292526,6109396,192097,200204
CHA4,122234529,21407229,9521058,59142108
CHA5,147501890,18527831,157292,24460
CHA6,190054625,24630116,125375,40324
CHA7,6143267,30680284,134507862,30623317
CHA8,5611473,5555913,168944,17676879
CHA9,32740843,21455429,9434243,26782017
CHA10,23061508,17767544,26265,17642520
CHA11,13039915,23884209,37266,17597710
CHA12,5561636,29999403,890735,14052240
CHA13,61860,816,173396,123707
CHA14,77710,85266,9237169,9365598
CHA15,38412,133771,115184,25897
CHA16,816,202869,88301,614697
CHA17,85769,3201,77878,188943
CHA18,127770,130507,9263773,9218678
CHA19,82828,175943,16247,91061
CHA20,42684,241564,14569,64336
CHA21,2312,286404,260541,60927
CHA22,52396,2529,56061,9306
CHA23,64557,79073,39815,9315
CHA24,34287,144465,36237,8560
CHA25,1573,200883,29296,9049
CHA26,0,0,0,0
CHA27,0,0,0,0
Core20
CHA0,4592028,5509020,17555374,10532
CHA1,20173514,127048159,17327507,9896
CHA2,4511472,4705458,17323729,9983
CHA3,6201625,6044271,229662,34816456
CHA4,34996327,21826453,9708136,76475066
CHA5,25456202,18500436,202173,17318041
CHA6,21984814,24598409,134504848,34624029
CHA7,6059080,6153587,154802,34586047
CHA8,57664513,5518786,204852,210320
CHA9,120103794,20964655,9617651,9450534
CHA10,145294652,17724999,38984,185037
CHA11,18709781,23842213,893158,165070590
CHA12,5528102,54034251,40257,127874
CHA13,73221,1447,184522,150095
CHA14,93459,99523,9384288,9537527
CHA15,48386,149763,148854,37154
CHA16,1459,7283,96090,39108
CHA17,101409,4042,88375,192490
CHA18,153757,136009,9417582,9361246
CHA19,102189,179087,24159,121598
CHA20,126181,244676,260662,65300
CHA21,3003,27853,18295,65604
CHA22,61605,3433,60988,10532
CHA23,79600,82725,49484,10766
CHA24,96040,149676,37546,9896
CHA25,2172,10039,29058,9983
CHA26,0,0,0,0
CHA27,0,0,0,0
Core21
CHA0,141280,954820,197130,12966
CHA1,224192,346986,62007,8236
CHA2,96995,237510,54000,11418
CHA3,163326,10815,238267,184973
CHA4,153052,127974,8967426,8904429
CHA5,276353,354944,528204,58372
CHA6,133998,138494,119580,98389
CHA7,6467,83360,154126,83710
CHA8,86019,7574,165428,314630
CHA9,137885,120073,8836892,8820666
CHA10,279348,200576,91380,1021384
CHA11,132043,23219,126422,141724
CHA12,4736,18700,112332,201178
CHA13,56613402,4494625,333089,66330
CHA14,110971081,19768458,8798815,8747899
CHA15,20554746,16710142,1450991,170025873
CHA16,4495448,53175413,186317,30828
CHA17,5735097,5698957,61234,35012464
CHA18,35213983,21377292,8705370,66666956
CHA19,37913848,18007524,139469432,34881679
CHA20,21857774,5737401,14285,34838358
CHA21,5698555,5721665,19376,31439079
CHA22,6065131,6019693,17528829,12966
CHA23,34687206,128054532,17503925,13268
CHA24,18621990,6031777,17496997,8236
CHA25,6019123,6026558,13932902,11418
CHA26,0,0,0,0
CHA27,0,0,0,0
Core22
CHA0,163853,1027873,254283,14382
CHA1,261497,413008,65324,8938
CHA2,107591,293532,68791,12137
CHA3,208771,16579,255657,225299
CHA4,193830,150016,9164863,9125210
CHA5,319445,424672,558724,72308
CHA6,155620,180625,131199,107748
CHA7,9954,113149,199840,100067
CHA8,108433,12177,208064,354301
CHA9,169877,152927,9022491,8979439
CHA10,300335,229869,98561,1088063
CHA11,155709,40014,124484,159189
CHA12,8423,30670,132981,267570
CHA13,4623573,4576682,363600,17465127
CHA14,24019377,20139631,8948112,26269905
CHA15,20680842,16824926,1525745,17382794
CHA16,4576901,4583668,248554,17443565
CHA17,58075463,5946659,84452,315690
CHA18,122181909,21357633,8857834,49621061
CHA19,38130666,18218954,139496923,25907637
CHA20,22370800,89493032,22217,146334
CHA21,5946149,54669283,45632,141812
CHA22,5865646,5800985,17561874,14382
CHA23,34632634,127831867,17574471,14321
CHA24,18706414,5807431,17520192,8938
CHA25,5762964,5796081,13943449,12137
CHA26,0,0,0,0
CHA27,0,0,0,0
Core23
CHA0,153410,1007920,229147,14062
CHA1,242552,386773,63644,8929
CHA2,103823,263391,57247,11911
CHA3,187023,12612,253864,210961
CHA4,177426,141193,9005228,8969363
CHA5,302700,382563,533456,57341
CHA6,145088,159148,136510,114818
CHA7,7092,97465,174868,84332
CHA8,98375,9990,185236,345418
CHA9,156185,129768,8878470,8838931
CHA10,299126,208568,80023,1027290
CHA11,152047,30025,132739,162831
CHA12,6419,21333,123293,232591
CHA13,4400532,4368372,363976,17440885
CHA14,23815082,20102477,8814887,26111047
CHA15,20349084,16585674,1471130,17369257
CHA16,4368568,4374344,208476,17420272
CHA17,6155432,6111749,34699139,306196
CHA18,35509014,21521858,43316470,49535358
CHA19,38171400,18398490,34649450,25816842
CHA20,22472547,6151859,17403938,148846
CHA21,6111512,6135559,34853185,140351
CHA22,58867998,6741579,109259,14062
CHA23,35235083,128740211,56261601,14289
